id,client_id,product_id,quantity,date
281,2050,195,4,2018-01-15
282,31617,53,4,2018-01-15
283,20933,163,1,2018-01-15
284,29856,4,1,2018-01-15
285,61435,68,3,2018-01-15
286,72695,113,3,2018-01-15
287,43017,96,3,2018-01-15
288,7401,102,3,2018-01-15
289,42643,139,3,2018-01-15
290,15152,44,4,2018-01-15
291,51408,119,4,2018-01-15
292,66691,188,4,2018-01-15
293,4500,198,4,2018-01-15
294,6296,190,3,2018-01-15
295,59041,110,4,2018-01-15
296,12184,160,3,2018-01-15
297,29300,46,4,2018-01-15
298,12875,23,4,2018-01-15
299,32712,106,2,2018-01-16
300,5540,165,3,2018-01-16
301,53352,126,3,2018-01-16
302,61268,90,4,2018-01-16
303,48355,98,1,2018-01-16
304,2558,75,3,2018-01-16
305,38361,114,4,2018-01-16
306,82019,186,3,2018-01-16
307,2201,120,3,2018-01-16
308,68498,85,1,2018-01-16
309,46976,43,1,2018-01-16
310,21358,88,2,2018-01-16
311,77506,143,1,2018-01-16
312,2870,195,4,2018-01-16
313,61136,130,1,2018-01-16
314,50109,199,2,2018-01-16
315,94180,133,4,2018-01-16
316,90273,181,1,2018-01-16
317,38468,173,2,2018-01-16
318,23329,104,2,2018-01-17
319,91413,93,1,2018-01-17
320,86832,41,1,2018-01-17
321,3988,191,2,2018-01-17
322,58872,200,4,2018-01-17
323,22400,32,4,2018-01-17
324,46215,106,4,2018-01-17
325,99523,2,2,2018-01-17
326,86417,10,2,2018-01-17
327,70272,171,4,2018-01-17
328,44065,119,2,2018-01-17
329,70092,171,1,2018-01-17
330,40819,101,3,2018-01-17
331,45526,110,2,2018-01-17
332,19831,67,1,2018-01-17
333,17430,23,4,2018-01-17
334,6894,98,4,2018-01-17
335,79910,97,2,2018-01-17
336,47334,188,3,2018-01-17
337,3437,6,1,2018-01-17
338,74291,13,1,2018-01-18
339,76214,21,4,2018-01-18
340,5896,58,3,2018-01-18
341,19739,120,4,2018-01-18
342,30747,156,3,2018-01-18
343,49378,120,1,2018-01-18
344,48405,198,4,2018-01-18
345,54046,136,4,2018-01-18
346,97889,77,4,2018-01-18
347,39791,98,3,2018-01-18
348,5601,58,1,2018-01-18
349,94661,168,3,2018-01-18
350,93180,86,4,2018-01-18
351,40765,1,2,2018-01-18
352,74544,77,2,2018-01-18
353,45715,193,1,2018-01-18
354,56836,10,1,2018-01-18
355,73745,188,1,2018-01-18
356,56492,69,2,2018-01-18
357,18590,148,2,2018-01-18
358,43485,62,4,2018-01-19
359,82990,13,1,2018-01-19
360,36213,186,3,2018-01-19
361,43526,165,1,2018-01-19
362,47203,10,1,2018-01-19
363,32636,3,4,2018-01-19
364,63209,162,4,2018-01-19
365,33829,34,1,2018-01-19
366,18712,158,4,2018-01-19
367,3421,165,3,2018-01-19
368,96753,196,2,2018-01-19
369,302,34,3,2018-01-19
370,45237,160,2,2018-01-19
371,66236,85,4,2018-01-19
372,54241,58,2,2018-01-19
373,65727,105,3,2018-01-19
374,10493,152,2,2018-01-19
375,6103,9,3,2018-01-19
376,50337,41,2,2018-01-19
377,85315,152,4,2018-01-19
378,26642,25,1,2018-01-20
379,34585,36,2,2018-01-20
380,32746,8,3,2018-01-20
381,23094,126,4,2018-01-20
382,66106,114,2,2018-01-20
383,51886,105,4,2018-01-20
384,36632,93,1,2018-01-20
385,72992,89,3,2018-01-20
386,4015,187,1,2018-01-20
387,11094,163,4,2018-01-20
388,18071,38,1,2018-01-20
389,35778,92,4,2018-01-20
390,56959,119,1,2018-01-20
391,82075,160,3,2018-01-20
392,10730,101,2,2018-01-20
393,99714,113,1,2018-01-20
394,45018,179,3,2018-01-20
395,66321,28,2,2018-01-20
396,27752,184,4,2018-01-20
397,78070,99,2,2018-01-20
398,54749,136,4,2018-01-21
399,5802,41,3,2018-01-21
400,19191,118,3,2018-01-21
401,49690,23,2,2018-01-21
402,50994,182,2,2018-01-21
403,29593,23,4,2018-01-21
404,10648,32,1,2018-01-21
405,8717,138,2,2018-01-21
406,88892,81,1,2018-01-21
407,87546,163,4,2018-01-21
408,89913,99,1,2018-01-21
409,70317,63,2,2018-01-21
410,2369,195,3,2018-01-21
411,77576,36,2,2018-01-21
412,6656,93,1,2018-01-21
413,70032,177,2,2018-01-21
414,76430,46,2,2018-01-21
415,91084,27,3,2018-01-21
416,87923,159,1,2018-01-21
417,55767,162,1,2018-01-21
418,13404,76,1,2018-01-22
419,32098,101,1,2018-01-22
420,78658,187,3,2018-01-22
421,10967,182,4,2018-01-22
422,99158,194,4,2018-01-22
423,93849,158,3,2018-01-22
424,52922,151,1,2018-01-22
425,49727,9,2,2018-01-22
426,50301,183,1,2018-01-22
427,22678,129,4,2018-01-22
428,55610,56,2,2018-01-22
429,96826,167,4,2018-01-22
430,56662,87,1,2018-01-22
431,31025,18,4,2018-01-22
432,70314,42,3,2018-01-22
433,53007,111,3,2018-01-22
434,95286,73,1,2018-01-22
435,15339,65,2,2018-01-22
436,68028,161,2,2018-01-22
437,92773,158,2,2018-01-23
438,80136,133,3,2018-01-23
439,19509,178,2,2018-01-23
440,3052,193,4,2018-01-23
441,48748,10,4,2018-01-23
442,87143,60,2,2018-01-23
443,87236,155,2,2018-01-23
444,54022,72,3,2018-01-23
445,66413,156,1,2018-01-23
446,58336,173,3,2018-01-23
447,56180,52,3,2018-01-23
448,32094,194,1,2018-01-23
449,69679,62,4,2018-01-23
450,80739,117,1,2018-01-23
451,39735,125,2,2018-01-23
452,72616,60,4,2018-01-23
453,73524,86,4,2018-01-23
454,94477,168,2,2018-01-23
455,17020,143,1,2018-01-23
456,83614,95,2,2018-01-23
457,91795,7,4,2018-01-24
458,86673,39,1,2018-01-24
459,73848,179,4,2018-01-24
460,82751,7,4,2018-01-24
461,79635,140,2,2018-01-24
462,28252,14,3,2018-01-24
463,25946,34,2,2018-01-24
464,90853,122,4,2018-01-24
465,32218,167,1,2018-01-24
466,8309,73,1,2018-01-24
467,5950,64,3,2018-01-24
468,51991,97,2,2018-01-24
469,1151,12,4,2018-01-24
470,89481,126,1,2018-01-24
471,74741,34,2,2018-01-24
472,66618,27,1,2018-01-24
473,94842,150,4,2018-01-24
474,16897,18,2,2018-01-24
475,46176,174,4,2018-01-24
476,7806,172,3,2018-01-24
477,5238,146,4,2018-01-25
478,20057,37,4,2018-01-25
479,45544,135,2,2018-01-25
480,56557,68,4,2018-01-25
481,3344,80,4,2018-01-25
482,13501,86,2,2018-01-25
483,53223,60,1,2018-01-25
484,29376,48,2,2018-01-25
485,9663,179,1,2018-01-25
486,16965,100,1,2018-01-25
487,59639,84,2,2018-01-25
488,73667,95,1,2018-01-25
489,85068,52,3,2018-01-25
490,67216,77,2,2018-01-25
491,69043,180,3,2018-01-25
492,13285,84,2,2018-01-25
493,72790,54,4,2018-01-25
494,84665,169,1,2018-01-25
495,93469,170,3,2018-01-25
496,61390,150,3,2018-01-25
497,9436,39,4,2018-01-26
498,54341,23,1,2018-01-26
499,44079,48,2,2018-01-26
500,78833,113,2,2018-01-26
501,51294,120,2,2018-01-26
502,95982,161,2,2018-01-26
503,78782,127,3,2018-01-26
504,60404,41,1,2018-01-26
505,29125,158,4,2018-01-26
506,95436,47,4,2018-01-26
507,43920,185,4,2018-01-26
508,35248,72,1,2018-01-26
509,94759,57,3,2018-01-26
510,91748,62,1,2018-01-26
511,62753,86,1,2018-01-26
512,56574,57,1,2018-01-26
513,59102,196,4,2018-01-26
514,26647,72,3,2018-01-26
515,23050,124,3,2018-01-26
516,79606,153,1,2018-01-26
517,98117,168,3,2018-01-27
518,97380,17,3,2018-01-27
519,68386,80,3,2018-01-27
520,40159,176,2,2018-01-27
521,65418,39,4,2018-01-27
522,23290,143,3,2018-01-27
523,9824,17,4,2018-01-27
524,60161,35,2,2018-01-27
525,41976,33,1,2018-01-27
526,9541,146,1,2018-01-27
527,16365,158,1,2018-01-27
528,4612,165,4,2018-01-27
529,27664,111,3,2018-01-27
530,51992,135,2,2018-01-27
531,57680,74,3,2018-01-27
532,30978,156,4,2018-01-27
533,94705,98,1,2018-01-27
534,49116,18,2,2018-01-27
535,91008,175,3,2018-01-27
536,88224,23,3,2018-01-28
537,60891,148,1,2018-01-28
538,66388,31,3,2018-01-28
539,18072,14,3,2018-01-28
540,59276,23,1,2018-01-28
541,72370,2,4,2018-01-28
542,11939,157,4,2018-01-28
543,35196,178,2,2018-01-28
544,91681,73,3,2018-01-28
545,4001,59,4,2018-01-28
546,70589,33,1,2018-01-28
547,93611,176,4,2018-01-28
548,97857,172,3,2018-01-28
549,38305,140,2,2018-01-28
550,69450,83,2,2018-01-28
551,82987,170,4,2018-01-28
552,89644,35,1,2018-01-28
553,20765,41,1,2018-01-28
554,86028,183,3,2018-01-28
555,38495,110,4,2018-01-28
556,3374,141,1,2018-01-29
557,12162,39,1,2018-01-29
558,97533,194,1,2018-01-29
559,92659,163,4,2018-01-29
560,27351,116,3,2018-01-29
561,93009,72,1,2018-01-29
562,94298,161,2,2018-01-29
563,25352,89,4,2018-01-29
564,88669,164,4,2018-01-29
565,15306,141,4,2018-01-29
566,75354,56,1,2018-01-29
567,76798,174,3,2018-01-29
568,65954,99,3,2018-01-29
569,57459,46,2,2018-01-29
570,20359,100,2,2018-01-29
571,3268,113,3,2018-01-29
572,82746,111,3,2018-01-29
573,89589,172,3,2018-01-29
574,38514,174,4,2018-01-29
575,26093,74,4,2018-01-29
576,11339,69,3,2018-01-30
577,413,31,2,2018-01-30
578,7544,125,3,2018-01-30
579,33497,24,2,2018-01-30
580,60693,32,4,2018-01-30
581,89085,113,3,2018-01-30
582,92921,195,2,2018-01-30
583,44426,16,3,2018-01-30
584,38757,185,4,2018-01-30
585,18889,108,4,2018-01-30
586,35736,24,4,2018-01-30
587,47296,34,1,2018-01-30
588,83043,128,4,2018-01-30
589,86000,52,3,2018-01-30
590,17956,48,2,2018-01-30
591,37842,87,3,2018-01-30
592,70641,119,3,2018-01-30
593,65511,181,1,2018-01-30
594,34912,183,3,2018-01-30
595,59032,38,1,2018-01-30
596,88727,130,3,2018-01-31
597,7358,69,1,2018-01-31
598,32480,82,4,2018-01-31
599,61477,118,1,2018-01-31
600,44812,53,1,2018-01-31
601,36209,50,3,2018-01-31
602,20151,157,4,2018-01-31
603,71181,74,1,2018-01-31
604,43287,183,3,2018-01-31
605,68451,106,2,2018-01-31
606,21353,189,3,2018-01-31
607,55070,50,3,2018-01-31
608,14398,16,2,2018-01-31
609,41556,87,1,2018-01-31
610,46960,94,3,2018-01-31
611,729,70,3,2018-01-31
612,50518,172,3,2018-01-31
613,66235,100,4,2018-01-31
614,39955,144,1,2018-01-31
615,47281,28,4,2018-01-31
616,79460,185,1,2018-02-01
617,16780,154,2,2018-02-01
618,63933,86,3,2018-02-01
619,72937,118,4,2018-02-01
620,24467,11,2,2018-02-01
621,36940,129,1,2018-02-01
622,69897,69,1,2018-02-01
623,35271,171,2,2018-02-01
624,59164,174,1,2018-02-01
625,82638,105,3,2018-02-01
626,51935,36,1,2018-02-01
627,64896,66,1,2018-02-01
628,32308,185,2,2018-02-01
629,54099,134,1,2018-02-01
630,60922,190,1,2018-02-01
631,5487,155,2,2018-02-01
632,8336,125,3,2018-02-01
633,86901,154,2,2018-02-01
634,89113,141,3,2018-02-01
635,97204,76,3,2018-02-02
636,11131,146,4,2018-02-02
637,87509,38,2,2018-02-02
638,60567,6,2,2018-02-02
639,66704,126,2,2018-02-02
640,27193,92,1,2018-02-02
641,1063,28,3,2018-02-02
642,84077,89,3,2018-02-02
643,89781,5,3,2018-02-02
644,21546,187,2,2018-02-02
645,21690,111,3,2018-02-02
646,11175,108,3,2018-02-02
647,88462,45,3,2018-02-02
648,9349,112,3,2018-02-02
649,23715,181,4,2018-02-02
650,38103,2,4,2018-02-02
651,74461,177,2,2018-02-02
652,89931,90,4,2018-02-02
653,6802,115,1,2018-02-02
654,72268,63,4,2018-02-02
655,48137,92,1,2018-02-03
656,23626,70,2,2018-02-03
657,82874,186,1,2018-02-03
658,72593,4,3,2018-02-03
659,77053,158,1,2018-02-03
660,44262,57,4,2018-02-03
661,1543,47,1,2018-02-03
662,21678,146,3,2018-02-03
663,46733,108,3,2018-02-03
664,50344,95,3,2018-02-03
665,39082,44,4,2018-02-03
666,62857,180,2,2018-02-03
667,93106,177,1,2018-02-03
668,88859,158,2,2018-02-03
669,19066,180,2,2018-02-03
670,83461,37,3,2018-02-03
671,88093,63,1,2018-02-03
672,54694,12,2,2018-02-03
673,26963,17,4,2018-02-03
674,28296,34,4,2018-02-03
675,13808,156,4,2018-02-04
676,42349,132,4,2018-02-04
677,26433,98,4,2018-02-04
678,83286,46,3,2018-02-04
679,91793,14,2,2018-02-04
680,57855,13,1,2018-02-04
681,40263,186,3,2018-02-04
682,37081,49,2,2018-02-04
683,1325,178,4,2018-02-04
684,91268,67,1,2018-02-04
685,35910,21,4,2018-02-04
686,89340,51,4,2018-02-04
687,19871,38,1,2018-02-04
688,34579,119,2,2018-02-04
689,72125,26,1,2018-02-04
690,26791,6,3,2018-02-04
691,25290,18,4,2018-02-04
692,55130,114,3,2018-02-04
693,93715,134,3,2018-02-04
694,94247,169,3,2018-02-04
695,15486,57,4,2018-02-05
696,44483,178,4,2018-02-05
697,86189,25,2,2018-02-05
698,4749,48,2,2018-02-05
699,86770,24,1,2018-02-05
700,9436,158,1,2018-02-05
701,3710,87,4,2018-02-05
702,30356,45,1,2018-02-05
703,55772,43,3,2018-02-05
704,57800,72,2,2018-02-05
705,13117,184,4,2018-02-05
706,25471,70,2,2018-02-05
707,42345,33,1,2018-02-05
708,42919,97,2,2018-02-05
709,52225,45,2,2018-02-05
710,39299,7,1,2018-02-05
711,80220,106,2,2018-02-05
712,61630,146,4,2018-02-05
713,66041,70,3,2018-02-05
714,99519,45,2,2018-02-05
715,99836,37,4,2018-02-06
716,28017,149,3,2018-02-06
717,23961,172,4,2018-02-06
718,33592,158,4,2018-02-06
719,82849,139,3,2018-02-06
720,67642,8,1,2018-02-06
721,36396,133,4,2018-02-06
722,22701,8,1,2018-02-06
723,34621,5,1,2018-02-06
724,20560,10,2,2018-02-06
725,93046,15,1,2018-02-06
726,93397,56,4,2018-02-06
727,61643,114,4,2018-02-06
728,76540,55,3,2018-02-06
729,21733,131,1,2018-02-06
730,91363,41,3,2018-02-06
731,30355,138,4,2018-02-06
732,13844,135,3,2018-02-06
733,71727,191,2,2018-02-06
734,17641,115,3,2018-02-07
735,52529,63,2,2018-02-07
736,38414,88,2,2018-02-07
737,52639,154,1,2018-02-07
738,52737,34,4,2018-02-07
739,68867,122,2,2018-02-07
740,19088,200,4,2018-02-07
741,41431,167,3,2018-02-07
742,24505,188,3,2018-02-07
743,7115,197,3,2018-02-07
744,78860,100,3,2018-02-07
745,99658,107,3,2018-02-07
746,10976,154,1,2018-02-07
747,11024,62,1,2018-02-07
748,21448,138,2,2018-02-07
749,90470,100,4,2018-02-07
750,23960,54,3,2018-02-07
751,66204,159,4,2018-02-07
752,29704,38,3,2018-02-07
753,9338,114,2,2018-02-07
754,46428,25,1,2018-02-08
755,61530,65,2,2018-02-08
756,84666,100,4,2018-02-08
757,31922,178,4,2018-02-08
758,33308,152,3,2018-02-08
759,27356,155,1,2018-02-08
760,4836,178,4,2018-02-08
761,20160,178,2,2018-02-08
762,47606,143,2,2018-02-08
763,38089,17,3,2018-02-08
764,78753,29,3,2018-02-08
765,55285,5,1,2018-02-08
766,57044,11,3,2018-02-08
767,35548,180,2,2018-02-08
768,97008,162,3,2018-02-08
769,82845,81,2,2018-02-08
770,27533,33,4,2018-02-08
771,34350,49,3,2018-02-08
772,45446,121,1,2018-02-08
773,5714,159,1,2018-02-08
774,56179,18,1,2018-02-09
775,49408,115,3,2018-02-09
776,70341,5,4,2018-02-09
777,50991,158,4,2018-02-09
778,75673,45,1,2018-02-09
779,65546,120,4,2018-02-09
780,84792,128,2,2018-02-09
781,58142,38,3,2018-02-09
782,23794,109,4,2018-02-09
783,56571,96,4,2018-02-09
784,95085,94,4,2018-02-09
785,37893,29,1,2018-02-09
786,1016,164,3,2018-02-09
787,61814,137,4,2018-02-09
788,27713,23,3,2018-02-09
789,8416,131,4,2018-02-09
790,62293,86,2,2018-02-09
791,23834,184,3,2018-02-09
792,4159,168,3,2018-02-09
793,62681,184,3,2018-02-09
794,20310,58,2,2018-02-10
795,6971,159,1,2018-02-10
796,72475,11,4,2018-02-10
797,86705,42,1,2018-02-10
798,46541,131,3,2018-02-10
799,20385,185,1,2018-02-10
800,18018,14,3,2018-02-10
801,75881,46,4,2018-02-10
802,8703,147,1,2018-02-10
803,385,124,4,2018-02-10
804,405,60,4,2018-02-10
805,40944,159,1,2018-02-10
806,47927,36,2,2018-02-10
807,29190,160,2,2018-02-10
808,12764,191,2,2018-02-10
809,18385,26,1,2018-02-10
810,60101,65,1,2018-02-10
811,98143,130,1,2018-02-10
812,9861,70,1,2018-02-10
813,80643,126,2,2018-02-10
814,50613,173,2,2018-02-11
815,23575,153,1,2018-02-11
816,23525,40,4,2018-02-11
817,69173,146,4,2018-02-11
818,10917,110,4,2018-02-11
819,4810,98,1,2018-02-11
820,32202,12,2,2018-02-11
821,53331,24,1,2018-02-11
822,13457,171,3,2018-02-11
823,56398,32,2,2018-02-11
824,38766,114,2,2018-02-11
825,34817,47,4,2018-02-11
826,45107,173,4,2018-02-11
827,53933,35,4,2018-02-11
828,17101,122,1,2018-02-11
829,57092,128,3,2018-02-11
830,21950,137,4,2018-02-11
831,70081,10,1,2018-02-11
832,37745,65,3,2018-02-11
833,45544,187,1,2018-02-11
834,92194,98,2,2018-02-12
835,36188,185,2,2018-02-12
836,7240,10,3,2018-02-12
837,14490,147,4,2018-02-12
838,58018,109,3,2018-02-12
839,61878,178,1,2018-02-12
840,43126,68,2,2018-02-12
841,49923,104,4,2018-02-12
842,94075,5,1,2018-02-12
843,32050,157,1,2018-02-12
844,37132,116,2,2018-02-12
845,42945,5,4,2018-02-12
846,73964,60,3,2018-02-12
847,24286,65,2,2018-02-12
848,37627,127,2,2018-02-12
849,42809,28,4,2018-02-12
850,88465,83,3,2018-02-12
851,53872,129,2,2018-02-12
852,19199,29,3,2018-02-12
853,19759,179,2,2018-02-13
854,15255,164,3,2018-02-13
855,44239,160,3,2018-02-13
856,1253,64,1,2018-02-13
857,39765,142,2,2018-02-13
858,77710,32,1,2018-02-13
859,37442,9,2,2018-02-13
860,92235,139,1,2018-02-13
861,53683,176,1,2018-02-13
862,59495,179,1,2018-02-13
863,81318,132,1,2018-02-13
864,65216,41,1,2018-02-13
865,78588,25,2,2018-02-13
866,6950,145,4,2018-02-13
867,55394,175,1,2018-02-13
868,73554,8,4,2018-02-13
869,6942,58,1,2018-02-13
870,25935,109,2,2018-02-13
871,23387,129,3,2018-02-13
872,61887,2,4,2018-02-13
873,75746,10,4,2018-02-14
